10000000 10000
2824686 6522892 263104
1594460 9227138 41228
1646170 5349858 156561
2829416 5637615 218894
2497858 9312336 171972
2453134 9593254 298599
1719669 9853491 12101
856911 6121011 296135
3524901 5882486 15906
4996953 6303600 277657
4022095 6440173 495913
12193 6109669 289721
2857711 8256164 35253
3811438 7750369 99889
1700452 8561960 436886
2345576 6512165 188906
26334 6523610 271101
3775975 7721418 364378
1201139 8111573 280701
2149102 6369644 106695
2724532 8888567 167564
4810550 7414792 442716
1175783 5865298 216327
2612157 5727964 356288
1564274 6730269 475064
2136063 5480037 326535
2951014 6785311 334257
821705 8552555 241238
1872055 9615927 29413
1305934 6282321 466838
1229826 6645877 361579
2904370 8170355 320248
1125696 9463396 246550
3713451 9615491 419832
3622273 6722942 267925
3270510 8128929 183285
196164 8923764 495640
3014994 8622903 427219
4063891 9799592 216189
3273613 7182848 178643
2483764 9952535 229523
4190343 5217740 497291
2336664 7218778 247552
3629661 7334057 354374
1200021 5218526 331639
1123918 5867009 273319
2577299 5781840 54308
3894516 5859602 52580
483970 8666593 328295
322879 9234005 77723
331128 9305931 309303
3747924 5536184 453564
55498 5231496 103020
3450560 5597121 3016
2491733 8108265 440398
1390704 8546803 320591
864107 7870190 51296
2826452 8923035 439175
655208 6978587 419365
1539669 7336733 241982
1426865 9120680 303773
3353689 6174865 200461
4236549 7935741 108215
1552877 7120741 98186
1640822 9960236 213322
4850072 7788615 269137
165482 7625864 285154
3156007 9748030 445123
827774 6278229 227242
1950333 9194006 273970
3546025 7394539 333218
3821049 7123176 139967
1418870 6887179 158154
2782062 7126122 241469
1869049 8732800 229552
3133837 7060192 49140
3443986 7109448 95309
3847487 5953599 140402
1631586 6636259 224349
4399233 7673713 199913
548169 6086846 378045
1339147 9868801 199246
3287435 8845540 195063
4396305 5696286 444814
4423862 8806684 473272
3076903 6211142 111212
922282 6080869 330528
2571736 8504563 364819
1384853 6344184 381436
2325816 9399729 166573
1057040 7280967 420015
4306108 9305263 181662
4553056 5565967 51769
1375980 5644012 239328
2610198 9776710 458861
426929 9469976 139677
1293068 9330480 491034
4117582 7667978 18531
4664368 6244396 157365
1495196 8877283 144803
4921643 5395584 433079
191547 8142143 345711
600916 7868011 281872
2348768 5639623 247896
2010216 9233438 341122
1624249 6796806 446490
679055 5279244 331859
4636861 6365990 242352
3303394 9289135 222324
988910 6322263 483711
4847660 7528716 313535
3158621 6423454 82245
3452078 9458173 348476
4521782 7117385 282305
1690698 7717902 135996
3948977 8332282 286888
4640628 7057089 235308
106582 5258323 84821
1422402 9494899 136409
3888385 8067640 472154
2224173 5802824 169416
1668118 6647586 6437
1671098 9971277 140300
3891082 5377406 199265
1271231 6482041 334899
3099251 9286559 143609
739857 8927227 246601
2363719 7661607 316382
1043903 5982525 263456
2689465 5174279 102745
2193070 9213079 24138
4313755 6683820 215746
444809 9601408 355450
12087 7381423 238582
2892783 6787410 375939
636301 8372409 468360
2449925 7163421 276760
3510485 5420316 135152
3019764 9490408 286503
3936762 7417174 360998
4409472 9014495 115657
4548360 6953860 381689
4228942 7393848 460516
569810 7558198 300612
833709 5295082 482144
188397 6015211 98142
3710480 5231988 369919
2412481 7447399 498775
4850688 5644417 86628
1631547 6772068 385454
4617912 8221694 81781
4943223 9679838 144079
2804719 5434664 204991
1792602 7776875 364059
139586 6686043 389014
3054857 9914342 261588
3140428 7324530 324585
2362266 7635813 371078
1333457 9689160 89255
2488254 8287790 333879
1704650 8130654 479704
3311239 8959228 285408
1648258 5242419 311644
1991087 9323253 52428
3780818 7376739 112430
1555807 5527586 164820
1152088 8503052 164279
4953678 7378202 426972
2521353 9518931 254312
757421 6269416 398441
1992966 7650754 428584
1646543 9508940 337280
405354 6879460 478727
492727 9124610 365004
4953380 9884562 481738
4450093 8363219 320274
1035843 6654034 336356
1417051 9907938 344146
677625 6673217 265982
1872460 6658370 478310
1634454 7999400 85340
4033473 9270134 18723
2623337 9964339 432592
2588933 5437954 239614
3642261 6519911 7102
795634 6165513 219067
985348 9224539 296300
2501895 8853699 272258
2774402 9268486 425654
3569869 9687226 443378
2143731 6716954 158339
2590368 6507081 484309
3936617 5207583 190111
3956449 5221924 74724
1015880 9624365 14919
1083940 6583833 232267
1937347 5915251 443089
1359902 8293330 32116
1473512 5968198 324423
2019565 8990215 305281
4300657 8860428 373293
4884142 8426277 357490
1866208 8845573 404177
926601 8210726 153773
2834267 8687369 464201
2094313 5042446 382756
3070921 7011463 51883
2808122 5216915 18780
2338219 8080000 2789
4204653 8464169 236841
20897 7678371 58453
3781599 6119206 358978
402354 8159556 330321
1786644 9042949 213888
4253745 9884733 149765
515576 7315390 62003
3643357 6346446 22144
3958407 9132150 287056
4992092 9831099 493703
1599951 6494512 424791
1633564 5530880 416886
1641208 6340827 67594
3587283 9891805 97177
2629179 5221972 328932
3665433 6749517 116017
4761141 7933434 300145
1960474 6201265 284199
2286918 8490869 42638
2273881 8547965 181471
1645984 8619709 497218
71614 7930476 73649
4942263 7871771 120481
2451577 6778517 17924
4778243 9835217 11127
3695198 9166940 132382
3849715 6486718 228983
3014222 6628060 240013
4245896 8947491 237
2125082 8139906 358788
1806212 6056977 211276
2216674 8834496 157407
3869391 6512894 198734
2975397 8941445 301087
2768260 7887152 177014
2405775 8185311 450174
27232 8725324 190482
954155 5665737 270290
1753564 9028464 490650
27203 7935723 217091
2743303 7965807 261319
2633511 9631078 357349
3344493 7485130 345281
128728 5159597 121509
1030727 8207939 249273
3613068 7682556 215524
2943257 7594476 323504
4265877 7659059 146250
1651567 5498812 248467
2315349 7762155 409977
3010082 6096868 381855
3327758 7489869 259666
4088401 7932575 235594
1915828 9818281 199087
2754552 5972466 401481
2855260 5987769 133480
4475993 8455527 30979
3026076 9751477 181580
2983833 6501233 352458
1837249 8436071 443343
2592130 8353085 86420
349235 7922992 451377
2655577 9411817 394895
1436451 7983391 2637
3791852 5192731 478959
3549855 5253907 349304
3322121 8603452 296303
1171691 6379975 430239
2245265 5220423 90212
2221044 9528194 471025
546749 8679667 393214
1999042 7032905 407392
4115166 9250096 131212
2744064 9223943 130882
2669998 7494253 191689
3516848 7899929 62047
276326 9367407 377099
3594811 7473508 333346
3588230 8929003 488038
4193626 5973341 18469
3086842 7761892 493621
477078 8837128 350489
3478979 7584771 112459
3389215 7839598 210727
4252573 9684147 440057
4437607 9547626 121663
4833275 7710504 372326
3088022 7617668 55830
1716636 7936098 72996
3582902 7587962 334422
4091079 8367130 443955
907950 8271799 100873
3637314 9234585 216645
4401455 9461372 127470
1186307 6091895 454034
1754218 5086312 285132
2883824 6344126 318710
2396525 7261432 79292
647673 8099941 45464
2004672 7637126 372304
4390163 8070643 44899
4094247 8297493 295423
2141222 5461859 148365
2342102 7652148 250806
1347575 6321973 47915
2558787 9782860 13401
1555613 9150324 362910
2624929 6429456 308640
620289 7904346 233612
4021884 9477056 64621
4510928 9769391 19376
1223971 9428248 459903
1142019 7061999 351300
2766264 6919026 223330
2517173 8491502 255773
2527623 6966446 44059
543280 6568693 166266
18802 9671130 399195
1429134 7377753 260898
3848611 7638722 446666
1306999 8677567 372996
387849 7476889 214201
1430089 9644502 411198
1737426 5649175 371609
4833011 8711538 81386
3445163 9176979 129079
3833935 9799127 117407
937908 5425703 74968
3173768 9311457 34128
4194666 7555042 265736
1682145 5320456 145438
847180 9395624 304941
1484498 6951819 491449
2239074 5196077 79321
1878820 9492252 399634
2597564 9722617 106815
2572287 6698042 266832
3125580 8860448 323398
2248774 6533244 311594
2849576 7219486 213605
124677 5045569 75688
1148714 5129596 21378
203777 5781459 382748
4817325 6913390 480243
607989 9633434 314700
143575 8632278 470320
1785797 7342720 89697
4817668 7601367 375369
3986486 7474274 456250
1068530 9251237 492256
1597563 5483553 164043
4782464 6100160 429088
1743894 5867195 391344
1284847 9276221 1840
4370796 6618881 282646
3858281 6053589 337721
478531 6841157 12113
2480899 9168289 99591
3882505 5625126 425059
3846204 8190312 234892
3276576 8439041 242089
2714610 9609532 483896
2863052 5266177 463724
3789001 9950971 459250
3265786 7196107 442996
3098815 7398071 474233
2239043 8518011 321817
1163055 7707874 111032
879073 7249850 88326
3537463 9282798 398758
2544822 5032544 384985
2919295 6281230 225001
1859484 8430367 10252
3409954 8974150 170333
2744806 8653491 427892
2608050 6435757 189342
2562621 8442399 327672
441103 6747297 355680
4836414 7956950 169540
4245649 6380726 494509
4808539 5559541 128931
1430339 7206393 387434
4658063 7255837 358091
1190057 5568201 312531
1581414 8261008 421523
3157574 6299090 230615
1481723 9009590 20616
667951 7089979 68903
84893 5839757 62277
893074 8795857 126428
4058812 9853054 381739
3440319 6812792 36549
4659875 5427994 405324
1813665 8343730 317479
707334 8124971 428303
934964 7308873 464412
2172983 7019952 154239
2088410 7695391 235132
1669327 7457306 380111
77292 9071293 17084
4707786 5412147 456858
537312 7520740 219924
4021047 7208829 269528
4612323 6022189 266312
199731 9010672 488803
1277823 5157063 27995
4350603 9043883 418757
4791153 5425057 234364
795206 8981179 38998
2269116 9691069 170157
4457388 6997388 121266
521385 6094038 187875
2430667 8713771 93955
2828800 7865087 385237
1734486 7433831 296624
2615896 9761449 419936
4088723 6029883 437147
3838313 6579459 89739
3347971 8875858 27647
2036512 6386582 185694
231532 5866439 254450
280565 8945615 382065
1899509 7615613 120225
175544 7196322 15807
1376381 7517800 36807
1432724 8724272 90865
3911195 9490084 219155
823689 5264351 155813
2975477 7649909 259303
2374864 9409616 236542
1331028 9910103 274750
4625134 8551318 188073
2110950 8107423 25752
1975268 5443693 220076
2359447 9054383 61586
2073680 9536327 178782
1031798 9733745 244346
4597791 9764270 410262
733116 7932248 153180
2861220 7416916 179976
2767549 8983401 197840
2183419 9485080 252115
4931676 5872957 472246
3799178 5704581 47751
4809906 8494783 119941
162758 5312998 425277
594843 7479709 439173
4837964 8837805 151426
4070984 7032760 164498
3711156 5257022 485543
606990 5469425 365928
4479288 5028850 294426
1173918 8398254 333541
116744 5326216 383233
3920320 6889342 283731
4037667 5546290 24117
4782107 5365223 239812
4753637 5958498 325363
875992 7730117 397442
4368132 5219273 90411
4812192 7768023 205687
731517 8029814 426074
3797277 7667917 107315
4177841 7184632 68088
472095 6638012 380363
3024157 8838197 318475
689314 9740690 245716
2087745 8357288 33639
101394 7592605 85500
3072092 5386084 151307
1583876 7403220 398019
3634759 8692244 187871
3559182 6031143 193843
913638 6983196 247279
2588120 7756230 303485
1722606 9401037 470805
3548157 6482797 175093
1838001 7791384 428926
768299 6401946 414325
3835902 5074720 35766
627954 9735555 344453
3235011 7215598 29768
518826 9284910 153614
3093939 7618202 388440
2074718 5938686 251560
2497126 9476840 413897
2656233 5377757 369195
4795645 6803572 404516
4564009 6911442 472655
2775538 6083700 301576
1271176 7513773 452555
1700001 5094611 387241
4644261 8338705 160731
1462717 8514367 316974
4437623 6898968 216186
788338 7433518 205192
127332 6810820 226881
1476521 6858088 206220
4887714 6732417 11626
4080884 7808923 235903
434289 5236976 312885
1901458 6456152 360597
1829361 5029949 12392
2690198 6294444 443101
4054883 9181232 254763
2754011 5700406 201788
3682414 6499651 243122
2796627 5611323 143530
1092950 6726642 369408
3979292 5626945 146547
4347218 8997626 464718
479788 5070158 485624
4559356 6844632 56416
4833907 6036991 138281
1270499 6958566 190558
1127756 5442716 6450
3469528 7030196 494954
4781868 6390810 451942
2438396 8730807 404119
2448193 9904885 494471
2139026 8299367 34646
51926 8309010 214988
441527 5420470 15736
3535964 9013832 209755
3379438 6591647 246879
4820587 6835092 254581
2369006 5012180 119199
1701548 7864903 58227
3246431 5160436 190468
570723 5821106 191660
2096037 7002777 347871
981476 5753453 481731
153408 8173991 9041
3025630 9335284 100146
4882957 7690286 386357
574926 8486441 477854
4959723 8319872 190627
4276725 5392467 328503
735082 5668623 461282
2247027 5210971 265889
961066 7926025 256657
4616420 9212942 300186
2066396 7837273 111963
2295762 7304195 285892
1511698 5814898 427855
3419678 5495773 318534
4912963 5561012 277283
3694977 8919810 69766
774392 7403851 323348
1456693 9816970 357746
525636 9038694 437121
3435692 8775552 89851
2715395 5877281 309412
2781292 5204584 150236
2982257 6673020 7926
676656 9113717 491550
3213864 8164222 363920
1172068 9603619 270858
4126222 6745629 174510
1841756 6319116 214838
1715260 7692297 177153
964071 6322686 478086
3514550 8419125 6943
2260940 6420586 278414
4532204 6791038 238044
4038428 5751204 99901
4315236 6237379 420536
815530 6520149 340157
2278416 7765394 295433
913424 6742750 155675
3519254 6956551 408088
1592715 9693688 245557
151973 9320623 352436
4233253 5652586 403789
230869 7472404 217927
3533995 8803084 458773
2484450 7425295 340445
3798306 5049396 371228
2966808 7640246 214314
1804173 7856537 378542
2707754 6629247 285460
1241503 9111462 66474
2103502 7374600 443799
4464249 5247458 464668
4888871 5219963 278500
672979 9578018 34131
4027587 6636061 225264
184091 5577254 418380
2776383 5654633 176505
4527235 5619928 229195
4349666 5770320 397716
443965 5441035 148044
441256 9953149 263300
333138 7245242 435671
413026 7426162 263448
2962986 7666974 79547
3444383 6321200 412995
2701608 5852373 475121
37188 9799192 1052
3407655 6427518 382038
1269374 7435811 426183
539144 5734594 348869
1054528 6265799 85729
738071 8438368 114020
4649524 8831583 11990
1454330 7937346 493354
110216 7549125 265952
4633651 9647604 41799
2528597 8679849 456407
1545114 7836528 362470
627821 8044166 43806
2888491 6210796 172424
3008922 8287053 97365
3417411 6316311 411434
2892646 8899191 62660
4676836 5029541 172070
1384875 6236146 243299
1068452 6845228 260206
2223544 8174899 153138
4855383 6277607 104515
875744 7916317 172294
4268837 5339614 475506
4225272 8165575 448123
145931 6439311 433074
4398607 6909005 214232
1990270 5600977 256634
2099251 6801260 60019
2397496 8283925 368392
468167 6565433 426033
4035165 9650418 334732
2738231 5997833 499052
2429184 9673072 219655
4379426 5748144 75945
2375353 9228973 366192
3381427 6588842 112745
1261779 8585437 364202
4499009 9811733 7746
2414592 5173058 132715
992130 5628106 489361
120998 6583879 242616
1706458 6521406 306857
3410786 7507197 10145
1223054 9173248 438828
1613272 9670153 464687
2267188 8092785 379683
4532288 9821132 131022
3337304 7079441 131891
338474 8185239 384756
2335546 5293443 382636
4452284 8892338 53640
3028700 6492698 70729
2054754 7258627 476317
3148469 8442965 48899
3857574 7361442 377724
1810906 6278944 336688
2511619 5338788 35460
3678236 9281205 448683
3709065 5819247 170059
1940087 7256446 364574
1142771 8768154 323697
4870542 9818965 331763
719000 5625704 55176
3033418 8150643 85686
1682098 6115445 100298
2457000 5278771 206013
2895424 5129545 352184
4145724 8653453 224250
4742075 6297084 157121
2037881 7629966 450276
2848403 5373653 165741
538959 8845182 268966
904513 6896721 6690
4407387 5609288 265759
3647190 7790087 275368
4234056 7980034 383999
4866384 7469946 22528
498404 5739430 240778
4161200 5735278 441330
370416 8083697 252434
482951 7727875 131107
2088257 8429608 387885
2087736 6079200 376894
3601020 9729967 285985
3031158 5244680 431928
4793259 9135054 56989
254946 7768207 371589
2860245 9555830 188639
1276960 9911959 477629
2473723 9657264 197799
533325 7187584 7239
2856762 9014405 464357
